ZONE,COUNTY,MODE,TRIPS
2657,Hernando County,AUTO,5329.64
2658,Hernando County,AUTO,12.19
2659,Hernando County,AUTO,79.05
2660,Hernando County,AUTO,9507.41
2661,Hernando County,AUTO,595.36
2662,Hernando County,AUTO,2456.82
2663,Hernando County,AUTO,1735.1
2664,Hernando County,AUTO,1918.99
2665,Hernando County,AUTO,338.58
2666,Hernando County,AUTO,3464.05
2667,Hernando County,AUTO,9573.98
2668,Hernando County,AUTO,1583.46
2669,Hernando County,AUTO,230.87
2670,Hernando County,AUTO,11786.94
2671,Hernando County,AUTO,606.97
2673,Hernando County,AUTO,294.26
2676,Hernando County,AUTO,9540.28
2677,Hernando County,AUTO,238.1
2678,Hernando County,AUTO,297.76
2679,Hernando County,AUTO,20105.15
2680,Hernando County,AUTO,3144.75
2681,Hernando County,AUTO,826.97
2681,Hernando County,WALK,393.09
2683,Hernando County,AUTO,158.56
2684,Hernando County,AUTO,1534.51
2684,Hernando County,OTHER,26.61
2684,Hernando County,TNC,8101.86
2685,Hernando County,AUTO,560.05
2686,Hernando County,AUTO,98.35
2688,Hernando County,AUTO,106.74
2689,Hernando County,AUTO,550.09
2691,Hernando County,AUTO,4811.65
2691,Hernando County,TNC,9776.34
2692,Hernando County,AUTO,98.27
2693,Hernando County,AUTO,974.33
2694,Hernando County,AUTO,10857.85
2695,Hernando County,AUTO,118.4
2695,Hernando County,BIKE,118.4
2696,Hernando County,AUTO,453.73
2698,Hernando County,AUTO,143.45
2699,Hernando County,AUTO,5973.53
2700,Hernando County,AUTO,1356.97
2701,Hernando County,AUTO,4351.56
2702,Hernando County,AUTO,133.86
2703,Hernando County,AUTO,5553.55
2705,Hernando County,AUTO,2778.83
2709,Hernando County,AUTO,668.74
2712,Hernando County,AUTO,583.96
2714,Hernando County,AUTO,149.78
2718,Hernando County,AUTO,79.08
2719,Hernando County,AUTO,214.83
2727,Hernando County,AUTO,3454.36
2730,Hernando County,AUTO,2729.52
2731,Hernando County,AUTO,26.55
2732,Hernando County,AUTO,2853.29
2733,Hernando County,AUTO,2835.71
2735,Hernando County,AUTO,196.55
2739,Hernando County,AUTO,138.96
2742,Hernando County,AUTO,4645.8
2743,Hernando County,AUTO,125.43
2744,Hernando County,AUTO,39.53
2803,Citrus County,AUTO,2272.5
2803,Citrus County,TRANSIT,1828.01
2807,Citrus County,AUTO,2123.03
2807,Citrus County,WALK,1916.77
2808,Citrus County,AUTO,430.16
2809,Citrus County,AUTO,196.57
2810,Citrus County,AUTO,213.77
2812,Citrus County,AUTO,2323.88
2814,Citrus County,AUTO,352.83
2815,Citrus County,AUTO,283.37
2816,Citrus County,AUTO,8763.17
2816,Citrus County,WALK,230.97
2817,Citrus County,AUTO,9564.62
2818,Citrus County,AUTO,1633.96
2820,Citrus County,AUTO,111.2
2821,Citrus County,AUTO,938.56
2822,Citrus County,AUTO,1208.58
2822,Citrus County,SCHOOL BUS,79.05
2825,Citrus County,AUTO,1013.14
2825,Citrus County,WALK,288.43
2827,Citrus County,AUTO,2810.16
2828,Citrus County,AUTO,3779.94
2828,Citrus County,BIKE,127.8
2828,Citrus County,SCHOOL BUS,79.05
2829,Citrus County,AUTO,2110.99
2831,Citrus County,AUTO,39.92
2832,Citrus County,AUTO,14439.7
2833,Citrus County,AUTO,8876.21
2833,Citrus County,WALK,7800.36
2834,Citrus County,AUTO,2387.98
2836,Citrus County,AUTO,1061.68
2836,Citrus County,WALK,98.28
2837,Citrus County,AUTO,1441.82
2837,Citrus County,WALK,98.28
2838,Citrus County,AUTO,5267.05
2839,Citrus County,AUTO,11299.97
2839,Citrus County,WALK,18323.01
2840,Citrus County,AUTO,547.18
2841,Citrus County,AUTO,14701.6
2842,Citrus County,AUTO,688.7
2842,Citrus County,WALK,217.52
2843,Citrus County,AUTO,39.76
2844,Citrus County,AUTO,11429.24
2845,Citrus County,AUTO,2003.3
2849,Citrus County,TRANSIT,914.4
2850,Citrus County,AUTO,20899.49
2850,Citrus County,WALK,7378.16
2851,Citrus County,AUTO,7036.96
2851,Citrus County,WALK,98.27
2852,Citrus County,AUTO,3166.22
2853,Citrus County,AUTO,1764.14
2854,Citrus County,AUTO,9312.77
2854,Citrus County,BIKE,127.8
2854,Citrus County,WALK,1982.62
2855,Citrus County,AUTO,490.44
2856,Citrus County,AUTO,7252.75
2856,Citrus County,WALK,123.57
2857,Citrus County,AUTO,6283.61
2859,Citrus County,AUTO,158.1
2860,Citrus County,AUTO,14802.11
2861,Citrus County,AUTO,6905.45
2862,Citrus County,AUTO,32639.47
2862,Citrus County,TRANSIT,3657.59
2863,Citrus County,AUTO,7730.66
2863,Citrus County,WALK,1828.79
2864,Citrus County,AUTO,106.74
2865,Citrus County,AUTO,1400.04
2866,Citrus County,AUTO,497.92
2868,Citrus County,AUTO,648.97
2869,Citrus County,AUTO,1495.87
2869,Citrus County,TAXI NOT TNC,203.93
2870,Citrus County,AUTO,4921.38
2870,Citrus County,TRANSIT,1840.37
2871,Citrus County,AUTO,5610.58
2871,Citrus County,WALK,914.4
2872,Citrus County,AUTO,11732.1
2872,Citrus County,TRANSIT,914.4
2872,Citrus County,WALK,133.1
2873,Citrus County,AUTO,300
2874,Citrus County,AUTO,9127.04
2874,Citrus County,WALK,230.95
2875,Citrus County,AUTO,1968.83
2876,Citrus County,AUTO,1554.61
2877,Citrus County,AUTO,382.16
2877,Citrus County,LONG DIST PASS,39.53
2877,Citrus County,WALK,39.53
2878,Citrus County,AUTO,632.84
2879,Citrus County,AUTO,193.84
2880,Citrus County,AUTO,224.6
2882,Citrus County,AUTO,125.43
2883,Citrus County,AUTO,318.95
2884,Citrus County,AUTO,9849.99
2885,Citrus County,AUTO,6021.4
2885,Citrus County,WALK,2456.77
2886,Citrus County,AUTO,230.95
2887,Citrus County,AUTO,6787.77
2888,Citrus County,AUTO,1245.91
2889,Citrus County,AUTO,8945.98
2890,Citrus County,AUTO,1770.55
2891,Citrus County,AUTO,1266.53
2892,Citrus County,AUTO,730.33
2893,Citrus County,AUTO,11689.12
2893,Citrus County,WALK,26.75
2894,Citrus County,AUTO,307.24
2896,Citrus County,AUTO,240.78
2897,Citrus County,AUTO,17388.98
2898,Citrus County,AUTO,9474.54
2899,Citrus County,AUTO,2947.8
2899,Citrus County,TRANSIT,1828.79
2900,Citrus County,AUTO,4168.55
2900,Citrus County,TAXI NOT TNC,203.93
2901,Citrus County,AUTO,8330.16
2901,Citrus County,TRANSIT,1828.79
2902,Citrus County,AUTO,885.93
2903,Citrus County,AUTO,3390.76
2904,Citrus County,AUTO,2508.74
2905,Citrus County,AUTO,1515.31
2906,Citrus County,AUTO,15733.82
2906,Citrus County,SCHOOL BUS,3704.17
2907,Citrus County,AUTO,1612.14
2908,Citrus County,AUTO,98.35
2909,Citrus County,AUTO,6819.47
2910,Citrus County,AUTO,4439.8
2910,Citrus County,BIKE,24.58
2910,Citrus County,WALK,310.39
2911,Citrus County,AUTO,4081.08
2911,Citrus County,WALK,616.54
2913,Citrus County,AUTO,2493.01
2913,Citrus County,WALK,4527.32
2915,Citrus County,AUTO,240.77
2916,Citrus County,AUTO,1168.82
2917,Citrus County,AUTO,1020.05
2918,Citrus County,AUTO,14704.28
2918,Citrus County,TRANSIT,1840.37
2919,Citrus County,AUTO,8103.35
2920,Citrus County,AUTO,1404.96
2920,Citrus County,TRANSIT,22.77
2920,Citrus County,WALK,204.91
2922,Citrus County,AUTO,365.69
2922,Citrus County,WALK,240.77
2951,Manatee County,AUTO,546.64
2960,Manatee County,AUTO,153.15
2964,Manatee County,AUTO,533.1
2978,Manatee County,AUTO,139.35
2979,Manatee County,AUTO,153.15
,External,AUTO,229490.49
,External,BIKE,1238.2
,External,BIKE SHARE,8930.13
,External,CAR SHARE,1027.75
,External,LONG DIST PASS,19229.26
,External,OTHER,25481.64
,External,SHUTTLE VANPOOL,3724.35
,External,TAXI NOT TNC,381.94
,External,TNC,2243.5
,External,TRANSIT,3914.84
,External,WALK,32263.56
